Arquivo,Parágrafo,Número do parágrafo,Pergunta
leishmaniose_manual_1.txt,"Estado atual da leishmaniose cutânea difusa (LCD) no estado do Maranhão: aspectos epidemiológicos, clínico-evolutivos.",945,What is the status of leishmaniose cutânea difusa?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, [S.l.], v. 25, p. 115-123, 1992. ______. et al.",946,What is the name of the Brazilian journal that published a book on tropical medicine?
leishmaniose_manual_1.txt,Leishmaniose cutânea difusa (LCD) no Brasil.,947,What is the name of the plant that is a part of the LCD?
leishmaniose_manual_1.txt,"Anais Brasileiros de Dermatologia, [S.l.], v. 73, p. 565-576, 1998. ______. et al.",948,What is the name of the journal that was published in 1998?
leishmaniose_manual_1.txt,Tratamento da leishmaniose cutânea difusa (LCD) com a associação antimoniato-N-metilglucamina (Glucantime®) e sulfato de paramomicina (Gabbrox®).,949,What is the name of the drug that is used to treat LCD?
leishmaniose_manual_1.txt,"Anais Brasileiros de Dermatologia, Rio de Janeiro, v. 741, p. 63-67, 1999. ______.",950,What is the name of the journal that was published in 1999?
leishmaniose_manual_1.txt,O uso clínico das pentamidinas com especial referência nas leishmanioses.,951,What is the special referencia nas leishmanioses?
leishmaniose_manual_1.txt,"Acta Amazônica, [S.l.], v. 23, p. 163-172, 1993.",952,What is the name of the book that was published in 1993?
leishmaniose_manual_1.txt,Spontaneous healing of leishmaniasis caused by leishmania viannia braziliensis in cutaneous lesions.,953,What is the cause of leishmaniasis?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, [S.l.], v. 23, p. 205-208, 1990.",954,What is the name of the Brazilian journal that published a book in 1990?
leishmaniose_manual_1.txt,Disseminated cutaneous leishmaniasis due to leishmania guyanensis: case of a patient with 425 lesions.,955,What is the cause of leishmania guyanensis?
leishmaniose_manual_1.txt,"The American Journal of Tropical Medicine and Hygiene, [S.l.], v. 71, n. 5, p. 558-560, Nov. 2004.",956,What is the name of the journal that published the American Journal of Tropical Medicine and Hygiene?
leishmaniose_manual_1.txt,"A focus of mucocutaneous leishmaniasis in Três Braços, Bahia – Brazil: characterization and identification of leishmania stocks isolated from man and dogs.",957,What is the focus of leishmaniasis?
leishmaniose_manual_1.txt,"Transactions of the Royal Society of Tropical Medicine and Hygiene, [S.l.], v. 79, p. 500-507, 1985. ______. et al.",958,What is the name of the journal that was published in 1985?
leishmaniose_manual_1.txt,"Human mucocutaneous leishmaniasis in Três Braços, Bahia – Brazil: an area of Leishmania braziliensis braziliensis transmission: I laboratory diagnosis.",959,What is the cause of human leishmaniasis?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, [S.l.], v. 17, p. 161-167, 1984. ______. et al.",960,What is the name of the Brazilian journal that published a volume of articles in 1984?
leishmaniose_manual_1.txt,Parasitologic and imunologic diagnosis of American (mucocutaneous) leishmanias.,961,What is the diagnosis of leishmanias?
leishmaniose_manual_1.txt,"Bulletin of the Pan American Health Organization, [S.l.], v. 15, n. 3, p. 249-259, 1981. ______. et al.",962,What is the name of the publication that was published in 1981?
leishmaniose_manual_1.txt,The use of different concentrations of leishmanial antigen in skin testing to evaluate delayed hypersensitivity in American cutaneous leishmaniasis.,963,What is the cause of the delayed hypersensitivity?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, [S.l.], v. 18, p. 231-236, 1985.",964,What is the name of the Brazilian magazine?
leishmaniose_manual_1.txt,Efficacy and Safety of Liposomal Amphotericin B for the Treatment of Mucosal Leishmaniasis from the New World: A Retrospective Study.,965,What is the name of the drug that is used to treat Mucosal Leishmaniasis?
leishmaniose_manual_1.txt,"The American Journal of Tropical Medicine and Hygiene, [S.l.], v. 93, n. 6, p. 1214–1218, 2015.",966,What is the name of the journal that published the article?
leishmaniose_manual_1.txt,Leishmaniasis: current situation and new perspectives.,967,What is the current situation of Leishmaniasis?
leishmaniose_manual_1.txt,"Comparative Imunology Microbiology & Infectious Diseases, [S.l.], v. 27, p. 305-318, 2004.",968,What is the name of the book that was published in 2004?
leishmaniose_manual_1.txt,"In: VERONESI, R.; FOCACCIA, R. (Ed.).",969,"What is the title of the book that VERONESI, R. and FOCACCIA, R. wrote?"
leishmaniose_manual_1.txt,Diagnóstico laboratorial das principais doenças infecciosas e auto-imunes. 2. ed.,970,What is the name of the book that describes the work of the laborer?
leishmaniose_manual_1.txt,"São Paulo: Editora Edgar Blucher, 1973. v. 4.",972,What is the name of the book that was published in 1973?
leishmaniose_manual_1.txt,Critérios para o diagnóstico da leishmaniose tegumentar americana.,973,What are the criteria for a diagnosis of leishmaniose tegumentar americana?
leishmaniose_manual_1.txt,"Anais Brasileiros de Dermatologia, Rio de Janeiro, v. 55, p. 81-86, 1980.",974,What is the name of the journal that was published in 1980?
leishmaniose_manual_1.txt,Leishmaniose cutânea disseminada produzida por leishmania viannia braziliensis no estado do Maranhão-Brasil.,975,What is the name of the plant that produces leishmaniose cutânea?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, [S.l.], v. 26, p. 121-123, 1993.",976,What is the name of the Brazilian magazine?
leishmaniose_manual_1.txt,"Recent observations on the sand fly (Diptera:Psychodidae) fauna of State of Rondônia, Western Amazônia, Brazil : the importance of psychodopygus davisi as a vector of zoonotic cutaneous leishmaniasis.",977,What is the name of the sand fly?
leishmaniose_manual_1.txt,"Memórias do Instituto Oswaldo Cruz, Rio de Janeiro, v. 98, n. 6, 2003.",978,What is the name of the organization that is responsible for the issuance of the Memórias do Instituto Oswaldo Cruz?
leishmaniose_manual_1.txt,"Aspectos ecológicos da leishmaniose tegumentar americana. 8-Avaliação da atividade enzoótica da leishmania (Viannia) braziliensis em ambiente florestal e peridomiciliar, região do Vale do Ribeira, Estado de São Paulo, Brasil.",979,What is the name of the leishmania?
leishmaniose_manual_1.txt,"Revista do Instituto de Medicina Tropical de São Paulo, São Paulo, v. 32, p. 105-115, 1990. ______; GALATI, E.",980,What is the name of the author of the book?
leishmaniose_manual_1.txt,"Aspectos ecológicos de leishmaniose tegumentar americana: 5-Estratificação da atividade espacial e estacional de phlebotominae (Díptera, Psychodidae) em áreas de cultura agrícola da região de Vale do Ribeira, Estado de São Paulo, Brasil.",981,What is the definition of phlebotominae?
leishmaniose_manual_1.txt,"Memórias do Instituto Oswaldo Cruz, Rio de Janeiro, v. 82, p. 467-473, 1987.",982,What is the name of the journal that was published in 1987?
leishmaniose_manual_1.txt,Estratégia e perspectivas de controle da leishmaniose tegumentar no Estado de São Paulo.,983,What is the status of the state of Brazil?
leishmaniose_manual_1.txt,"Revista da Sociedade Brasileira de Medicina Tropical, Uberaba, v. 31, n. 6, p. 553-558, nov./dez. 1998.",984,What is the name of the Brazilian magazine?
leishmaniose_manual_1.txt,"Epidemiological studies of na outbreak of cutaneous leishmaniasis in the Rio Jequitinhonha Valley, Minas Gerais, Brazil.",985,What is the name of the disease?
leishmaniose_manual_1.txt,"Acta Tropical, [S.l.], v. 81, p. 143-150, 2002.",986,What is the name of the Brazilian newspaper?
leishmaniose_manual_1.txt,Interventions for American cutaneous and mucocutaneous leishmaniasis.,987,What is the name of the disease?
leishmaniose_manual_1.txt,"Cochrane Database of Systematic Reviews, [S.l.], n. 2, p.",988,What is the name of the Cochrane Database of Systematic Reviews?
leishmaniose_manual_1.txt,Interventions for Old World cutaneous leishmaniasis.,990,What is the name of the disease?
leishmaniose_manual_1.txt,"Cochrane Database of Systematic Reviews, [S.l.], n. 4, p.",991,What is the name of the Cochrane Database of Systematic Reviews?
leishmaniose_manual_1.txt,"Journal of American Academy of Dermatology, [S.l.], v. 34, p. 257-272, 1996.",992,What is the name of the journal that was published in 1996?
leishmaniose_manual_1.txt,A simple procedure for the isolation of leishmanial parasites and for the recovery of parasite in avirulent stocks.,993,What is the procedure for the isolation of leishmanial parasites?
leishmaniose_manual_1.txt,"Transactions of the Royal Society of Tropical Medicine and Hygiene, [S.l.], v. 78, p. 560, 1984.",994,What is the name of the journal that was published in 1984?
leishmaniose_manual_1.txt,Infecção sub-clínica na leishmaniose tegumentar americana.,995,What is the name of the sub-clnica in the leishmaniose tegumentar americana?
leishmaniose_manual_1.txt,"Anais Brasileiros de Dermatologia, Rio de Janeiro, v. 60, p. 365-369, 1985.",996,What is the name of the journal that was published in 1985?
leishmaniose_manual_1.txt,"Estudo comparativo da reação indireta de anticorpos fluorescentes em doença de chagas, leishmanioses tegumentares e calazar com vários antígenos de Leishmania e Trypanosoma.",997,What is the name of the antgenos?
