Arquivo,Parágrafo,Número do parágrafo,Pergunta
chikungunya_protocolo_3.txt,"Dessa forma, a participação comunitária se faz essencial, e ela pode ser realizada por meio dos conselhos de saúde, organizações não governamentais (ONGs) e outros grupos que atuem com as populações prioritárias (Peruzzo, 2004).",182,What is the participaço comunitária?
chikungunya_protocolo_3.txt,"Assim, é importante realizar ações que visem manter um canal aberto para o diálogo, feedback e compartilhamento de informações confiáveis.",183,What is important to make açes that visem manter um canal aberto?
chikungunya_protocolo_3.txt,"Também deve haver uma ação de apoio e capacitação em iniciativas lideradas pela comunidade, espe cialmente das populações prioritárias, para se promover a conscientização, prevenção e apoio durante as emergências.",184,"What is the purpose of promoting conscientizaço, prevenço e apoio durante as emergencies?"
chikungunya_protocolo_3.txt,"Dessa maneira, é possível garantir que a dignidade e os direitos de todos os indivíduos, aproveitando o conhecimento regionalizado e as redes do território.",185,What is the importance of ensuring the dignity of all the indivduos?
chikungunya_protocolo_3.txt,"Atenção a estrangeiros e apátridas: as pessoas migrantes internacionais ou mesmo qualificadas, devido à barreira do idioma e a características culturais.",186,What is the definition of migrant?
chikungunya_protocolo_3.txt,"É necessário (canais oficiais das embaixadas e consulados no Brasil, mídias sociais de organizações sociais focadas no tema, redes de pessoas migrantes, instituições religiosas e centros culturais étnicos).",187,What is the term for the need for cultural institutions?
chikungunya_protocolo_3.txt,Deve-se garantir a tradução dos materiais para os idiomas dos ela possa receber informações em seu idioma nativo.,188,What is the traduço of materiais?
chikungunya_protocolo_3.txt,"Deve-se sempre garantir o sigilo a pessoa em risco; na comunicação de risco, evitar termos como estrangeiro, clandes- tino ou ilegal e evitar a estigmatização de migrantes como risco epidemiológico, o que pode gerar xenofobia e barreiras para a busca de cuidados em saúde.",189,What term is used to describe migrantes?
chikungunya_protocolo_3.txt,Atenção aos indígenas: a população indígena também pode encontrar dificuldade para acessar informações de saúde pública qualificada.,190,What is the populaço indgena's ability to encontrar dificuldade?
chikungunya_protocolo_3.txt,"Fazem parte deste momento a construção de um banco de conteúdos para diversas mídias, a articulação de movimentos sociais e o alinhamento de fluxos com lideranças comunitárias, para a distribuição das mensagens, e o treinamento das equipes de comunicação nas questões técnicas da doença.",194,What is the name of the company that is a part of the construcción of a banco?
chikungunya_protocolo_3.txt,"Deve-se realizar atingidas, se possível com a organização de grupos focais.",195,What is a possible way to make atingidas?
chikungunya_protocolo_3.txt,"No caso das arboviroses, é necessária uma comunicação contínua, presente também na fase intersazonal do vírus, e ações preventivas focadas no controle do vetor, entendendo- -se o controle mecânico, como a retirada de criadouros do ambiente, como ação básica. 8.2.2 Cenário emergencial Após a detecção da emergência, deve-se, em um primeiro momento, trabalhar para e dos medos sobre o tema; auxiliar o público para que ele compreenda os sinais, os sintomas e os riscos; e orientar as pessoas a se encaminharem à rede de assistência em saúde adequada e a se autoprotegerem com ações concretas.",196,What is the need for a continua communication?
chikungunya_protocolo_3.txt,"Após esta fase, é necessário garantir que o público esteja continuamente informado, que as mensagens sejam repetidas e que os riscos sejam plenamente compreendidos.",197,What is the need to ensure that the pblico is kept informed?
chikungunya_protocolo_3.txt,"Em todos os momentos, a comunicação de risco não deve ter característica errante e deve trabalhar com orientações objetivas.",199,What is the orientation of a risk?
chikungunya_protocolo_3.txt,"As mensagens devem ser simples, repetidas com alta frequência em diversos canais e informadas por fontes com credibilidade.",200,What do mensagens need to be simple?
chikungunya_protocolo_3.txt,"As informações devem ser liberadas o quanto antes possível e em tempo oportuno, visto que a primeira mensagem comunicada é a que tem mais força e previne o surgi- mento de notícias falsas. 57 Plano de contingência nacional para dengue, chikungunya e Zika Os comunicadores que atuam em uma emergência de arboviroses devem considerar, no momento da criação das mensagens, que o público poderá enfrentar sentimentos como ansiedade, medo e confusão.",201,What is the first mensagem that is most likely to be a surgi- mento of notcias falsas?
chikungunya_protocolo_3.txt,"Desesperança, negação e pânico também podem ser elementos presentes em momentos de crise intensa.",202,What are some elements present in momentos of crisis intensa?
chikungunya_protocolo_3.txt,"Por isso, a produção de conteúdo sobre esta emergência deve evitar humor, sensacionalismo e mensagens drásticas.",203,"What does a contedo sobre esta emergência deve evitar humor, sensacionalismo, e mensagens drásticas?"
chikungunya_protocolo_3.txt,"A imprensa também deve ser orientada sobre a importância de agir na mesma perspectiva. uma emergência de arboviroses: Diagnóstico situacional: As equipes de comunicação devem realizar um diagnóst ico da situação atual dos processos comunicativos, avaliando as relações estabelecidas para disseminação de informações, as ferramentas disponíveis, discursos circulantes, possíveis ameaças e resistências ao discurso de cuidado na saúde, perfil da audiência, (postos de saúde, coordenadorias regionais de saúde, redes de vigilância, eSF etc.), compreensão de comportamentos e crenças do público-alvo, capacidades de comunicação dos porta-vozes, fatores socioculturais, recursos disponíveis (financeiros e técnicos) e identificação de lacunas nos processos de comunicação do risco.",204,What is the importance of agir in a mesma perspective?
chikungunya_protocolo_3.txt,"Em outras instâncias, os porta-vozes incluem: governadores e secretários estaduais de saúde; prefeitos e secretários municipais de saúde.",207,What are some of the porta-vozes?
chikungunya_protocolo_3.txt,"Canais de divulgação: Os materiais desenvolvidos podem ser divulgados em diversos meios, como cadeia nacional de TV e rádio, sites oficiais, mídias sociais, aplicativos de mensagens, circuito fechado de televisão em centros de saúde e ativação em eventos relacionados com o público-chave, canais institucionais de aplicativos de mensagens instantâneas, assistentes virtuais, Ouvidoria do SUS, bem como mídias sociais.",208,"Os materiais desenvolvidos podem ser divulgados em diversos meios, como cadeia nacional de TV e rádio, sites oficiais, mdias soci"
chikungunya_protocolo_3.txt,"Além disso, o relacionamento com a imprensa é essencial para o combate à desinformação, com a publicização das ações, educação sobre medidas preventivas e conscientização para o rápido diagnóstico e tratamento. também é altamente recomendada.",209,What is the importance of a relacionamento with a imprensa?
chikungunya_protocolo_3.txt,"Deve-se entender e abordar também os canais de maior audiência para populações específicas, incluindo-se ações regionalizadas nos territórios de maior incidência dos vírus. » Cartilhas, cartazes e publicações: para uma campanha de conscientização e educação, ao lado de peças gráficas divulgadas nos canais de massa, também são criados e compartilhados materiais como infográficos, cartilhas e publicações. atraente e acessível.",210,What is the main purpose of a canais of maior audiência?
chikungunya_protocolo_3.txt,"Materiais impressos, como cartazes e adesivos, também são importantes para acessar populações que não estão e das estruturas de estados e municípios.",212,What are important for acessar populaçes that no are?
chikungunya_protocolo_3.txt,"Estes itens podem ser disponibilizados em locais de sociabilidade de populações prioritárias. » Eventos e transmissões: de modo a esclarecer as principais dúvidas dos profissionais de saúde e da população em geral, os eventos são espaços para ações de educomunicação, além de atualizações, em tempo real, do cenário epidemiológico, respostas a perguntas da audiência e discussão de tópicos relevantes relacionados à saúde pública.",213,What is the tempo real?
chikungunya_protocolo_3.txt,"Ademais, os profissionais de saúde e a população do seu território, visando a uma maior participação comunitária. » Informações epidemiológicas: devem ser disponibilizadas, preferencialmente por painéis eletrônicos, com atualização em tempo real.",214,What is the most common method of obtaining information about a disease?
chikungunya_protocolo_3.txt,"Em caso de impossibilidade técnica, incentiva-se disponibilizar boletins epidemiológicos semanais como base nas semanas epidemiológicas, para que orientem a tomada de decisão dos gestores de saúde, auxiliem os meios de comunicação a terem acesso a dados atualizados e mostrem à sociedade a permanente vigilância da doença. » Campanhas publicitárias: deve ser considerada a realização de campanhas publicitárias em veículos de comunicação, como rádio, televisão, jornais e revistas, incluindo as empresas de comunicação pública, mas não se restringindo a elas.",215,What is the basis for a decision on the basis of epidemiológicas?
chikungunya_protocolo_3.txt,"Sempre que possível, deve ser realizado o impulsionamento de conteúdo em mídias sociais, com geolocalização e segmentação para públicos prioritários baseadas em dados epidemiológicos.",216,What is the impulsion of contedo em mdias sociais?
