Arquivo,Parágrafo,Número do parágrafo,Pergunta
tuberculose_protocolo_1.txt,"Fluoroquinolonas: não apresentam efeito teratogênico. a experiência com uso prolongado é limitada, porém, por ser bactericida e esterelizante, seu benefício pode superar os riscos.",675,What is the risk of fluoroquinolonas?
tuberculose_protocolo_1.txt,Etambutol: pode ser utilizado com segurança.,676,What is Etambutol?
tuberculose_protocolo_1.txt,"Pirazinamida: pode ser utilizada, pois a experiência nacional de mais de quatro décadas com RHZ não revelou risco no seu uso.",677,What is the risk of using Pirazinamida?
tuberculose_protocolo_1.txt,"Linezolida: não é recomendado o uso rotineiro durante a gravidez e amamentação. o risco potencial em humanos é desconhecido. quando seu uso for considerado essencial, julgar o risco versus benefício.",678,What is the risk of rotineiro?
tuberculose_protocolo_1.txt,"Clofazimina: não é recomendado o uso rotineiro durante a gravidez e amamentação. atravessa a barreira placentária e pode causar alterações na coloração do feto, além do risco de teratogenicidade, por retardo da ossificação craniana.",679,What is the risk of alteration of the color of the feto?
tuberculose_protocolo_1.txt,O medicamento também é excretado pelo leite materno.,680,What is the name of the drug that is excretado pelo leite materno?
tuberculose_protocolo_1.txt,"PAS: anomalias congênitas foram observadas quando o pas foi utilizado no primeiro trimestre de gestação. se necessário, usá-lo a partir do segundo trimestre.",681,What is the first quarter of gestaço that is required to use the PAS?
tuberculose_protocolo_1.txt,"Etionamida: não deve ser usada durante a gestação, devido aos efeitos de terato- genicidade. observações: utilizar a piridoxina (100 mg/dia) para todas que utilizarem: terizidona, linezolida ou isoniazida. quando possível, a mãe bacilífera deve evitar permanecer no mesmo ambiente que o recém-nato até que seu escarro se torne negativo. alternativamente, o uso de máscaras cirúrgicas e a amamentação em locais ventilados podem ser considerados. 7.8.3.",682,What is the main benefit of piridoxina?
tuberculose_protocolo_1.txt,"Tuberculose drogarresistente em hepatopatias os medicamentos de primeira linha que podem causar dano hepático são, por ordem de toxicidade: pirazinamida, isoniazida e rifampicina (ver capítulo tratamento da tuberculose). dentre os medicamentos de segunda linha, etionamida, protionamida e pas podem causar hepatotoxicidade.",684,What is the name of the drug that can cause hepatotoxicity?
tuberculose_protocolo_1.txt,"Tuberculose drogarresistente em pessoas vivendo com HIV pelo HiV. a atenção deverá ser redobrada para o aparecimento dos efeitos adversos, terapêuticos, além das interações medicamentosas, muito frequentes nesses casos (ver capítulo Reações adversas e interações Medicamentosas). sobrevida das pVHiV, sendo indicada na segunda semana naqueles com contagem de lt-cd4+ < 50 cels/mm3 ou na oitava semana naqueles com lt-cd4+ superior a 50 cels/mm3 (ver capítulo esquemas de tratamento para a tuberculose). 7.9. seGuiMento do tRataMento da tubeR culose o acompanhamento clínico, psicológico, nutricional, social e a vigilância dos efeitos adversos devem ser periódicos. o tdo nesses casos é recomendado e deve ser realizado de forma compartilhada com a atenção básica. a avaliação clínica/laboratorial periódica será realizada pela referência terciária. o monito- ramento pela atenção básica através do tdo é permanente, quando poderão ser observados e encaminhados efeitos adversos e/ou outras intercorrências (quadro 46). durante o seguimento do tratamento, com a avaliação clínica e frente aos exames complementares, poderão ser diagnosticadas as falências ao tratamento. a falência é caracterizada por: ausência de conversão bacteriológica e de melhora clínica após 8 meses de tratamento usando fármacos de segunda linha; reversão bacteriológica (duas culturas positivas) e piora clínica, após evolução favo- rável inicial.",686,What is the monito-ramento done in the atenço básica através do tdo é permanente?
tuberculose_protocolo_1.txt,"Quando identificada a falência, reavaliar o esquema de tratamento e proceder com a mudança do esquema vigente (no caso de esquema de tratamento da TB MDR, modificar para esquema de tb XdR).",687,What is the treatment for TB MDR?
tuberculose_protocolo_1.txt,"QUADRO 46 – consultas clínicas e exames de seguimento durante o tratamento de tb dR Cultura Mensal até a conversão, depois, trimestral No caso de baciloscopia e/ou cultura positivas no 6º mês de tratamento ou quando houver suspeita de falência.",688,What is the purpose of the consults?
tuberculose_protocolo_1.txt,"Fonte: CGPNCT/SVS/MS. observações: clínico durante o tratamento, tais como: hemograma completo, eletrólitos, função hepática, função renal, eletrocardiograma, audiometria, exames para avaliação da acuidade visual, dentre outros de acordo com a evolução clínica e presença de comorbidades. 8.",689,What is the name of the procedure that is performed during the treatment?
tuberculose_protocolo_1.txt,"Tratamento da Infecção Latente pelo M. tuberculosis (ILTB) 8.1. intRodução pessoas infectadas pelo M. tuberculosis que não apresentam TB ativa são identificadas como portadores da infecção latente pelo M. tuberculoisis (iltb). o tratamento da iltb é desenvolver a doença, tais como contatos de casos de tb pulmonar bacilífera, pessoas vivendo com HiV e demais situações com comprometimento da imunidade, entre outras (ver capítulo diagnóstico). as projeções da oMs mostram que a prevenção da tuberculose ativa com o doença, para o alcance das metas da estratégia pelo Fim da tuberculose.",690,What is the name of the infection that is identified as a portadore?
tuberculose_protocolo_1.txt,"É importante salientar que antes de se efetuar o tratamento da iltb deve-se sempre investigar sinais e sintomas clínicos sugestivos de tuberculose ativa e, na presença de qualquer suspeita, investigar a tuberculose ativa e não tratar a iltb nesse momento. 8.2. pReVenção da inFecção pelo M. tubeRCulosIs Recém-nascidos (Rn) expostos a casos de tb pulmonar ou laríngea podem ser infectados pelo M. tuberculosis (Mtb) e desenvolver formas graves da doença. nessas situações, recomenda- -se a prevenção da infecção pelo Mtb. o Rn não deverá ser vacinado com a bcG ao nascer.",691,What is the main reason for a tb infection?
tuberculose_protocolo_1.txt,"Recomenda-se utilizar a isoniazida (H) por três meses e, após esse período, faz-se a prova tuberculínica (PT).",692,What isoniazida is used for?
tuberculose_protocolo_1.txt,"Se o resultado da PT for ≥ 5mm, a H deve ser mantida por mais três meses, completando seis meses de tratamento, e o Rn não deverá ser vacinado para bcG, uma vez que já apresenta resposta imune ao bacilo da tuberculose (WHo, 2014). caso resultado da PT < 5mm, a H deve ser interrompida e a vacinação para BCG efetuada (ver figura 10). caso o Rn tenha sido inadvertidamente vacinado, recomenda-se o uso de H por seis meses e não está indicada a realização da pt. avaliar individualmente a necessidade de revacinar para bcG após esse período, já que a H é bactericida e pode interferir na resposta imune aos bacilos da bcG efetuada. observações: pela facilidade posológica, pode-se utilizar a rifampicina (R) suspensão pediátrica ao invés da H. nessa situação, usar a R por três meses e aplicar a pt. caso o resultado for ≥ 5mm, a R deve ser mantida por mais um mês; caso < 5mm, suspender a R e vacinar com bcG.",693,What is the PT for a H that is not vacinated?
tuberculose_protocolo_1.txt,"Antes de iniciar a quimioprofilaxia (QP) primária, afastar tuberculose no RN e, quando o caso fonte for a mãe, avaliar a possibilidade de tb congênita (ver capítulo de diagnóstico de tuberculose na infância). não há contraindicações à amamentação, desde que a mãe não seja portadora de mastite tuberculosa.",694,What is the first step in aquiring a QP?
tuberculose_protocolo_1.txt,É recomendável o uso de máscara cirúrgica ao amamentar e ao cuidar da criança enquanto a baciloscopia do escarro se mantiver positiva.,695,What is the use of a cirrgica cirrgica?
tuberculose_protocolo_1.txt,"FIGURA 10 – Fluxograma prevenção da infecção tuberculosa em recém-nascidos Recém-nascido coabitante primária (H ou R) 3 meses depois – fazer pt PT ≥ 5mm pt < 5mm três meses (H) ou um mês (R) tratamento e vacinar Fonte: Adaptado de BRASIL, 2011. 8.3. tRataMento da inFecção latente o tratamento da iltb reduz o risco de adoecimento por tb ativa. o tratamento da iltb com H reduz em 60% a 90% esse risco. essa variação se deve à duração e à adesão ao tratamento (inteRnational, 1982; sMieJa et al., 2000). estudos com outros fármacos mostraram resultados semelhantes ao da H, com maior segurança (menos efeitos adversos graves), ampliando a disponibilidade de esquemas para o tratamento da iltb. 8.4. indicações de tRataMento da inFecção latente a indicação do tratamento da iltb depende (pai; MenZies, 2009; RiedeR; otHeRs, 1999): da idade; da probabilidade de iltb; e do risco de adoecimento. os grupos com indicação de tratamento são descritos nos subitens apresentados a seguir. 8.4.1.",696,What is the risk of adoecimento by tb ativa?
tuberculose_protocolo_1.txt,"Crianças (< 10 anos de idade) contatos de casos pulmonares o tratamento da iltb em crianças está indicado quando: PT ≥ 5mm ou iGRA positivo – em crianças, independentemente do tempo decorrido da vacinação por bcG (WHo, 2013b, 2014). o efeito da bcG sobre o resultado da prova tuberculínica reduz com o passar do tempo, principalmente se a BCG foi feita antes de um ano de idade.",697,What is the treatment for iltb in crianças?
tuberculose_protocolo_1.txt,"A idade na qual a última BCG foi realizada é o principal determinante do seu efeito sobre a prova tuberculínica (FaRHat et al., 2006; MenZies; VissandJee; aMYot, 1992). desta forma, para quem foi vacinado até o primeiro ano de vida e não foi revacinado, como é o caso da maior parte da população no Brasil, a prova tuberculínica com resultado PT ≥ 5mm deve ser interpretada como infecção latente, de maneira semelhante em adultos e crianças.",698,What is the main determinante of the BCG?
tuberculose_protocolo_1.txt,"Crianças contato com até 5 anos de idade devem ter a investigação e o tratamento da ILTB priorizados com avaliação clínica imediata. observações: os iGRas não são recomendados para crianças < 2 anos de idade. além disso, apre- sentam ≥ 10% de resultados indeterminados em menores de 5 anos de idade, princi- palmente sob condições imunossupressoras (staRKe; diseases, 2014). crianças com morbidades como infecção pelo HiV, pré-transplante de órgãos ou que iniciarão terapia imunossupressora deverão também ser avaliadas com pt, mesmo sem história de contato com tuberculose.",699,What is the criterion for a criança with a ILTB diagnosis?
tuberculose_protocolo_1.txt,"Quando a PT for ≥ 5mm, serão consideradas infectadas pelo Mtb e deverão fazer o tratamento da iltb. 8.4.2.",700,What is the PT for 5mm?
tuberculose_protocolo_1.txt,"Adultos e adolescentes Em adultos e adolescentes (≥ 10 anos de idade) com ilTB, a relação risco-benefício do tratamento com H deve ser avaliada. a idade é um dos fatores de risco para hepatoxicidade pela H (dossinG et al., 1996; senaRatne et al., 2006). desse modo, em pessoas com 50 anos ou mais, recomenda-se o tratamento da iltb com R. as indicações para o tratamento da iltb são: PT ≥ 5mm ou IGRA positivo ›› PvHiv (ver especificidades abaixo em item Situações especiais); ›› contatos adultos e adolescentes (≥ 10 anos) (ver capítulo Controle de Contatos); ›› alterações radiológicas fibróticas sugestivas de sequela de TB; ›› uso de inibidores do TNF-α (preferencialmente antes da sua utilização); ›› uso de corticosteroides (equivalente a > 15 mg/dia de prednisona por mais de 1 mês); e ›› pré-transplante que fará uso de terapia imunossupressora.",701,What is the risk-benefit of a treatment for TB?
tuberculose_protocolo_1.txt,"PT ≥ 10mm ou IGRA positivo ›› silicose; ›› neoplasia de cabeça e pescoço, linfomas e outras neoplasias hematológicas; ›› insuficiência renal em diálise; ›› neoplasias com quimioterapia imunossupressora; ›› diabetes mellitus; ›› baixo peso (< 85% do peso ideal); ›› tabagistas (> 20 cigarros/dia); e ›› calcificação isolada (sem fibrose) na radiografia.",702,What is the IGRA positivo?
tuberculose_protocolo_1.txt,Conversão (2ª PT com incremento de 10mm em relação à 1ª PT) ›› Contatos de TB confirmada por critério laboratorial; ›› profissional de saúde; ›› profissional de laboratório de micobactéria; e ›› trabalhador do sistema prisional e de instituições de longa permanência. 8.5. situações especiais 8.5.1.,703,What is the definition of TB?
tuberculose_protocolo_1.txt,"Gestantes Recomenda-se postergar o tratamento da iltb para após o parto. em gestante com infecção pelo HiV, tratar a iltb após o terceiro mês de gestação. utilizar o mesmo algoritmo de diagnóstico, incluindo as indicações para realização da radiografia de tórax (ver capítulo de controle de contatos). 8.5.2.",704,What is the treatment for iltb?
