Arquivo,Parágrafo,Número do parágrafo,Pergunta
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"A RIE é composta pelos Centros de Referência em Imunobiológicos Especiais (CRIE), pelos Centros Intermediários de Imunobiológicos Especiais (CIIE) e pelas Unidades Básicas de Saúde (UBS). 3.",7,What is the name of the RIE?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,A padronização dos processos e sua implementação são essenciais para garantir a uniformidade e a qualidade do cuidado em toda a RIE.,8,What is the main purpose of ensuring uniformity and quality of the RIE?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"Diretrizes claras e bem definidas permitem otimizar o fluxo de atendimento, garantir a segurança de pacientes e profissionais, além de promover a eficiência no uso dos recursos disponíveis. 4.",9,What do Diretrizes claras and bem definidas allow to otimizar o fluxo de atendizar?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"É a aplicação de imunobiológicos (vacinas, soros ou imunoglobulinas) Nota Técnica 58 (0047501777) SEI 25000.062731/2025-36 / pg. 1 Nacional de Vacinação. 5.",10,What is the name of the imunobiológico?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,Existem situações em que a imunização especial não precisa de avaliação ou validação clínica.,12,What is the definition of a special imunization?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"Por exemplo, basta que um usuário de profilaxia pré- exposição ao HIV (PrEP) apresente uma receita do medicamento para ter o acesso à vacinação contra o HPV ou Hepatite A.",13,What is the name of the drug used to prevent the HIV infection?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,Mas algumas imunizações especiais precisarão de avaliação ou validação clínica.,14,What is the specific imunization?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"Tais situações ocorrem normalmente quando envolvem soros, imunoglobulinas ou vacinas que não estão no Calendário Nacional de Vacinação. 5.3.",15,"What do soros, imunoglobulinas or vacinas cause?"
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,Algumas unidades de saúde terão autonomia para realizar a avaliação ou validação clínica.,16,What is the autonomia for?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,Essa atribuição deverá ser formalizada em resolução da Comissão Intergestores Bipartite (CIB) e indicada na composição da RIE estadual. 5.4.,17,What is the atribuiço formalized?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"A autonomia para avaliação e validação clínica depende da presença de profissionais de saúde de nível superior, capacitados para avaliar a indicação de imunização especial.",18,What is the autonomia for?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"Por isso, todos os CRIES deverão ter essa autonomia. 5.5.",19,What is the autonomia of CRIES?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"Os CIIES que tiverem equipe com os profissionais descritos acima, poderão ter essa autonomia para avaliação e validação clínica reconhecida em CIB. 5.6.",20,What is the purpose of a CIIES?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,"A imunização especial que necessitar de avaliação e validação clínica, poderá ser feita em qualquer sala de vacina pública, através da validação a distância. 5.7.",21,What is the importance of avaliaço e validaço clnica?
hepatite_a_nota_tecnica_2txt_notatecnica2023.txt,SOBRE OS COMPONENTES DA RIE 6.1.,23,What is the name of the component that is present in the RIE?
