Arquivo,Parágrafo,Número do parágrafo,Pergunta
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Aprimoramento do processo de vigilância epidemiológica hanseníase para subsidiar o planejamento, o monitoramento e a avaliação das ações e a publicidade da informação.",55,What is the process of vigilância epidemiológica?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Implementação da vigilância de resistência a antimicrobianos e a de Grau 2 de Incapacidade Física (GIF2) em casos novos menores de 15 anos de idade. 6.,56,What is the name of the vigilance that is used to resist microbianos?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Implantação da vigilância de recidiva, de casos notificados em menores de 15 anos de idade, de casos novos notificados com GIF2, de episódios reacionais e de pós-alta. 7.",57,What is the name of the vigilance of recidiva?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Implantação do registro e dos resultados do teste rápido da hanseníase em sistema informatizado do SUS. 34 Estratégia Nacional para Enfrentamento à Hanseníase | 2024-2030 PILAR 1: GESTÃO DO PROGRAMA OBJETIVO GERAL: aprimorar a gestão do programa de hanseníase nas esferas municipal, estadual e federal (OE) 8.",58,What is the name of the program that is a hansenase?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Fomento do uso de sistemas de informações geográficas para análise da situação da hanseníase. 9.,59,What is the use of geográficas?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Pleito da adequação dos sistemas de informação de interesse OE4 da saúde para contribuir com o enfrentamento à hanseníase (vigilância, estigma, discriminação, assistência, laboratório, farmácia).",60,What is the main purpose of the OE4 system?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Articulação da inserção de um módulo de acompanhamento SAÚDE PARA SUBSIDIAR no e-SUS APS ou similar, que contemple o cuidado prestado DECISÕES no atendimento à pessoa acometida pela hanseníase. 11.",61,What is the name of the módulo that contemples o cuidado prestado DECISES no atendido à pessoa acometida pela hansenase?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Implementação da investigação da resistência a antimicrobianos (primária e secundária), garantindo capacitações, insumos e seguimento dos fluxos. 1.",62,What is the main purpose of the investigation?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Capacitação de profissionais sobre estratégias e abordagens setores executores das políticas públicas (saúde, assistência social, educação, previdência social, entre outros). 2.",63,What is the definition of a politico?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Educação e comunicação de forma adequada em conteúdo, linguagem e público-alvo, de modo a enfrentar o estigma e a discriminação.",64,What is the main difference between education and communication?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Tradução dos materiais técnicos para a comunidade.,65,What is the name of the material that is used for the community?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Capacitação dos atendentes das Ouvidorias do SUS para discriminatórias. 6.,66,"What is the definition of a ""capacitaço dos atendentes das Ouvidorias das Ouvidorias do SUS""?"
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Qualificação da rede de laboratórios para hanseníase, incluindo a incorporação de novas tecnologias. 7.",67,What is the definition of a rede de laboratórios?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Articulação da promoção de estratégias de atendimento acometidas pela hanseníase. 2.,69,What is the main reason for the promotion of atendias?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Articulação da ampliação do acesso a políticas de saúde, OE6 educação, trabalho, renda, assistência social e justiça.",70,"What is the OE6 education, trabalho, renda, assistência social e justiça?"
hanseniase_diretriz_nacional_1txt_documento2023.txt,Formação de grupos de autocuidado como forma de discriminatórias. 4.,71,What is the form of discrimination?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Divulgação da Ouvidoria do SUS para profissionais de saúde e o registro de práticas discriminatórias.,72,What is the name of the group that is divulgating?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Articulação com as instituições de ensino locais (técnico e superior) para que os estágios supervisionados na RAS contemplem a abordagem teórico-prática com ênfase na suspeição, na confirmação diagnóstica e no tratamento da hanseníase. 2.",74,What is the name of the ensino locais?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Estabelecimento de parcerias com instituições de ensino (projeto de extensão, projetos de pesquisa e estágios extracurriculares) para busca ativa de casos novos de hanseníase na comunidade. 3.",75,What is the purpose of a parkeria?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Qualificação da equipe multidisciplinar para que todos realizem, em sua rotina de atendimento, a suspeição de OE1 unidade e da RAS.",76,What is the main goal of a multidisciplinary team?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Aprimoramento dos cursos EaD em hanseníase com meto- DE PROFISSIONAIS dologias inovadoras. 5.,77,What is the name of the course?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Realização de apoio matricial e capacitação em serviço como estratégia de educação permanente para detecção precoce. 6.,78,What is the definition of a permanent education?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Inclusão, na rotina de serviços, de ações de busca ativa, professores por meio do PSE. 7.",79,What is the cost of a PSE course?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Capacitação de profissionais para a coleta de raspado intradérmico na APS. 8.,80,What is the APS's capacity to produce?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Capacitação de agentes comunitários de saúde (ACS) para boas práticas de abordagem aos contatos e à comunidade, priorizando as áreas de risco. 9.",81,What is the capacity of agents communitários de sade?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Elaboração de documento que defina as atribuições dos OE2 dos contatos.,83,What is the name of the document that defina as atribuiçes dos OE2 dos contatos?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Elaboração de documentos técnicos sobre abordagem DE ACORDO COM O PCDT, sintomas de hanseníase, educação em saúde, acolhimento, ALIADA ÀS ABORDAGENS vínculo e preservação da autonomia da pessoa. 3.",84,What is the name of the document that teaches the concept of ACORDO?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Descentralização da coleta de raspado intradérmico para os contatos suspeitos na APS. 1.,85,What is the name of the coleta?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Realização de campanhas na comunidade, integrando avaliação clínica de sinais e sintomas de hanseníase. 2.",86,What is the purpose of integrating avaliaço clnica de sinais e sintomas de hansenase?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Utilização de estratégias de comunicação dialógicas e adaptadas, envolvendo a comunidade de acordo com as linguagens regionais. 3.",87,What is the use of dialogicas and adaptadas?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Criação de conteúdo sobre a hanseníase em redes sociais OE3 a suspeição e a busca pelo serviço de saúde.,88,What is the name of the bus service?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Estabelecimento de parcerias com lideranças sociais, POPULAÇÃO GERAL na comunidade. 5.",89,What is the name of the group that is a leader in the community?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Articulação de estratégias de ampliação do acesso RAS tendo a APS como ordenadora, de forma a favorecer incapacidades físicas. 6.",90,What is the APS's role in ampliating RAS?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Integração dos setores de saúde e educação para pautar a e ações voltadas para a saúde do escolar. 38 Estratégia Nacional para Enfrentamento à Hanseníase | 2024-2030 PILAR 2: DIAGNÓSTICO OPORTUNO POR MEIO DA BUSCA ATIVA DE CONTATOS OBJETIVO GERAL: fortalecer o diagnóstico oportuno por meio da busca ativa. 1.,91,What is the name of the sade?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Elaboração do módulo e-SUS Sinan para registro, OE4 acompanhamento de contatos e ações coletivas.",92,What is the name of the módulo e-SUS Sinan?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Monitoramento dos registros sobre o teste rápido no e-SUS DE INFORMAÇÃO APS ou e-SUS Sinan. 3.,93,What is the name of the test?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Estímulo aos municípios para registrarem o resultado do teste rápido, bem como para realizarem o seguimento dos contatos.",94,What is the purpose of the test?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Utilização de mapas de distribuição de endemia para a busca ativa de casos de hanseníase nos serviços da APS. 1.,95,What is the use of mapas for?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Priorização do fomento de pesquisas voltadas à vigilância de contatos. 2.,96,What is the priority of pesquisas voltadas?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Realização de pesquisas de viabilidade e efetividade do teste rápido para contatos de hanseníase.,97,What is the name of the test that is used for contatos of hansenase?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Avaliação da operacionalização do teste rápido.,98,What is the name of the test that is fast?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Realização de pesquisa de viabilidade e efetividade, com DA VIGILÂNCIA DE vistas a ampliar o uso do teste rápido para outras populações. 5.",99,What is the name of the test?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Realização de pesquisas de outras tecnologias que aprimorem o diagnóstico precoce dos casos de hanseníase. 6.,100,What is the name of the tecnologia that is used to identify the precoce of hansenase?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Fomento a pesquisas sobre a efetividade da quimioprofilaxia em contatos.,101,What is the name of the efetividade?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Instituição da PQT-U com início imediato para casos novos e recidivas. 2.,102,What is the name of the PQT-U?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Qualificação da ANS como indutora de conduta, estruturando seguindo a periodicidade recomendada. 3.",103,What is the ANS's classification?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Promoção do acesso e do Uso Racional de Medicamentos (URM) por meio da qualificação do serviço de assistência farmacêutica e dos programas de hanseníase. 4.,104,What is the name of the program that promotes the acesso and the Uso Racional de Medicamentos?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Promoção de um modelo de cuidado centrado nas pessoas acometidas pela hanseníase e suas famílias, voltado para medicamentos, das reações hansênicas e das neurites, contemplando o atendimento na rede de urgência/emergência. 5.",105,What is the model of centrado?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Elaboração e implantação da linha de cuidado para pessoas OE1 nas linhas de cuidado existentes, de forma a contemplar IMPLEMENTAR O o atendimento ágil em todos os níveis de atenção à saúde, MANEJO ADEQUADO DOS de acordo com a RAS. 6.",106,What is the linha de cuidado for pessoas OE1?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Oferta contínua de medicamentos de segunda linha da PQT-U, DURANTE A PQT-U E NO PERÍODO PÓS-ALTA o controle da dor neuropática crônica. 7.",107,What is the name of the drug that is not a periodo PQT-U?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Fortalecimento da atuação da equipe multiprofissional e interdisciplinar, complementar às equipes que atuam na APS, no cuidado integral à pessoa acometida pela hanseníase. 8.",108,What is the purpose of the multiprofissional and interdisciplinarity of the APS?
hanseniase_diretriz_nacional_1txt_documento2023.txt,"Realização de capacitações na modalidade teórico-prática para profissionais de saúde, abordando o diagnóstico e manejo clínico de episódios reacionais, bem como o manejo cirúrgico das complicações associadas. 9.",109,What is the modalidade teorico-prática for profissionais de sade?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Implementação da assistência às pessoas acometidas pela doença no período pós-alta. 10.,110,What is the assistance given to the pessoas?
hanseniase_diretriz_nacional_1txt_documento2023.txt,Implementação da utilização do protocolo de investigação para os casos com suspeita de recidiva. 11.,111,What is the protocol used for?
