Arquivo,Parágrafo,Número do parágrafo,Pergunta
influenza_guia_2.txt,"Por ser uma vigilância sentinela, preconiza-se a coleta de amostras clínicas nasofaríngea, por semana epidemiológica, de casos de SG atendidos em cada unidade sentinela, para realização do diagnóstico e também de estudos complementares (isolamento, resistência, sequenciamento e outros) dos vírus identificados, como influenza, SARS-CoV-2 e vírus sincicial respiratório.",82,What is a vigilance sentinela?
influenza_guia_2.txt,"O registro dos resultados de diagnósticos laboratoriais, dos casos captados em unidades sentinelas, devem ser inseridos no Sistema de Informação da Vigilância Epidemiológica da Gripe (Sivep-Gripe), conforme os fluxos locais estabelecidos. muito oportunos para sinalizar início de sazonalidade, epidemias e surtos pelos vírus respiratórios de importância em saúde pública.",83,What is the registro of laboratoriais?
influenza_guia_2.txt,"E, assim, fortalecer os gestores na tomada de decisão, para organização da rede de assistência à saúde.",84,What is the purpose of fortalecer os gestores in a tomada de deciso?
influenza_guia_2.txt,"No atual contexto epidemiológico, os casos de SG suspeitos de covid-19, captados fora das unidades sentinelas, devem ser notificados no sistema e-SUS Notifica.",85,What do the cases of SG suspeitos de covid-19 represent?
influenza_guia_2.txt,"Após investigação laboratorial, se confirmado para influenza e descartado para covid-19, o caso deve ser encerrado como “descartado”, não havendo a necessidade de notificar o resultado referente a influenza.",86,What is the case of descartado?
influenza_guia_2.txt,"AGUDA GRAVE – SRAG A vigilância de Srag monitora os casos hospitalizados e óbitos por Srag, com federadas.",87,What is the name of the vigilance that monitors the hospitalizations and death of Srag?
influenza_guia_2.txt,Os dados clínico-epidemiológicos são coletados por meio de formulários padronizados e inseridos no Sivep-Gripe.,88,What is the name of the dados clnico-epidemiológicos?
influenza_guia_2.txt,"A partir da pandemia de covid-19, a vigilância de Srag tem caráter universal, ou seja, todos os casos de Srag devem ser obrigatoriamente notificados.",89,What is the caráter universal?
influenza_guia_2.txt,"Sivep-Gripe são importantes para o monitoramento da situação epide- miológica e tomada de decisão, voltada às medidas de prevenção e controle da influenza.",90,What is Sivep-Gripe important for?
influenza_guia_2.txt,PALS – Pediatric Advenced Life Support: provider manual.,92,What is the name of the provider manual?
influenza_guia_2.txt,Suporte avançado de vida em pediatria: manual do profissional.,94,What is the name of the book that is avançado de vida em pediatria?
influenza_guia_2.txt,Guia para a Rede Laboratorial de Vigilância de Influenza no Brasil.,98,What is the name of the Brazilian organization that monitors the influenza outbreak?
influenza_guia_2.txt,"Resolução RDC n.º 306, de 7 de dezembro de 2004.",102,What was the name of the RDC?
influenza_guia_2.txt,Informe Técnico da 24ª Campanha Nacional de Vacinação contra a Influenza.,105,What is the name of the group that is responsible for the Influenza outbreak?
influenza_guia_2.txt,CENTERS FOR DISEASES CONTROL AND PREVENTION.,108,What is the name of the CENTER for Diseases Control and Preventation?
influenza_guia_2.txt,"Flu Treatment. [S. l.]: CDC, 2022.",109,What is the name of the CDC's flu treatment program?
influenza_guia_2.txt,"Recommendations for Prevention and Control of Influenza in Children, 2019-2020.",111,What is the name of the document that is part of the Recommendations for Prevention and Control of Influenza in Children?
influenza_guia_2.txt,"Pediatrics, v. 144, n. 4, p. e20192478, 2019.",112,What is the name of the journal that focuses on pediatrics?
influenza_guia_2.txt,"Primers, v. 4, n. 1, p. 3, 2018.",113,What is the name of the book that was published in 2018?
influenza_guia_2.txt,Influenza and antiviral resistance: an overview.,114,What is the name of the disease?
influenza_guia_2.txt,"Dis., v. 39, n. 7, p. 1201-1208, 2020.",115,What is the name of the book that was published in 2020?
influenza_guia_2.txt,Influenza Virus Neuraminidase Structure and Functions.,116,What is the structure and function of the Influenza Virus Neuraminidase?
influenza_guia_2.txt,"Front Microbiol., v. 10, p. 39, 2019.",117,What is the name of the journal that has the most recent publication in microbiology?
