Arquivo,Parágrafo,Número do parágrafo,Pergunta
poliomielite_diretriz_nacional_1.txt,Continuar fortalecendo as atividades de vigilância: ◼ Conscientizar e sensibilizar os profissionais Até o de notificação.,532,What is the main vigilance a person should be doing?
poliomielite_diretriz_nacional_1.txt,Autoridades nacionais encerramento ARS – 3 meses ◼ Revisar e reclassificar os estabelecimentos OPRTT coordenará. do surto da rede de notificação negativa de PFA.,533,What is the name of the ARS?
poliomielite_diretriz_nacional_1.txt,Avaliar e fortalecer os esforços para aumentar a imunidade da população. 2.,534,What is the purpose of the esforços?
poliomielite_diretriz_nacional_1.txt,Avaliar e fortalecer a sensibilidade da vigilância. 3.,535,What is the purpose of a vigilance?
poliomielite_diretriz_nacional_1.txt,"Avaliar o progresso no sentido de inter- ARS – 6, 9, de saúde com apoio dos de contas de vacinas após cada etapa, OPRTT coordenará. 12 meses etc. escritórios da OMS e do incluindo a Campanha 1.",536,OPRTT coordenará 12 meses etc. escritórios da OMS e do includo a Campanha 1.
poliomielite_diretriz_nacional_1.txt,"Sede da OMS coordena, encerramento classificação reanalisada a cada 3 meses; se o grau mudar, Emergências realiza a do surto – 3 meses a resposta será adaptada de acordo. classificação em consulta com o escritório regional. as lições aprendidas. escritórios da OMS e do Unicef no país.",537,Emergências realiza a do surto – 3 meses a resposta será adaptada de acordo?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,Alerta sobre a detecção de Poliovírus Circulante Derivado Vacinal po 3 (cPVDV3) em amostras de águas residuais na Guiana Francesa. 2.,1,What is the detecço de Poliovrus Circulante Derivado Vacinal po 3?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Figura 1: Localização geográfica de São Jorge do Oiapoque na Guiana Francesa, onde foi detectad cPVDV3.",4,What was the geográfica of So Jorge do Oiapoque?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Apesar do úlmo caso de poliomielite no Brasil ter ocorrido há 35 anos e o país ter recebido o cerficado de área livre de circulação do PVS, segund Comissão Regional de Cerficação da Erradicação da Poliomielite na Região das Américas, o risco de reintrodução do PVS e surgimento do PVDV é alto. 2.4.",5,What is the risk of reintroduço do PVS e surgimento do PVDV?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Segundo ferramenta de análise de risco da Organização Pan-Americana da Saúde (OPAS), realizada anualmente em todos municípios brasileiros, q avalia dados de cobertura vacinal, vigilância, água potável, esgotamento sanitário e casos/surtos de doenças Imunopreveníveis, os 16 municípios do Amapá for classificados para reintrodução do PVS e surgimento do PVDV: Muito alto risco: Macapá, Mazagão, Oiapoque, Porto Grande, Pracuuba, Santana Alto risco: Pedra Branca do Amapari, Cuas, Ferreira Gomes, Itaubal, Laranjal do Jari, Vitória do Jari Médio risco: Amapá, Calçoene, Tartarugalzinho Baixo risco: Serra do Navio 2.5.",6,What is the OPAS's risk assessment?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Referente às coberturas vacinais da poliomielite, o estado do Amapá teve uma cobertura variando de 42,68% em 2020 a 92,38% em 2015, sendo que Quadro 1: Coberturas vacinais segundo UF e ano.",7,What is the cobertura of vacinas in the Amapa?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"UF 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023* Brasil 96,76 98,29 84,43 84,74 89,54 84,19 76,79 71,04 77,20 86,55 Amapá 80,66 92,38 47,59 63,18 68,74 73,01 42,68 45,37 52,87 65,59 Dados de 2014 a 2022 TABNET. *Atualização do painel em 17/09/2024 às 05:21:19, com dados condos na Rede Nacional de Dados Saúde (RNDS) até o dia 16/09/2024.",8,What year did Brasilia receive the most votes?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Dados referentes a Agosto de 2024. *Dados preliminares e sujeitos a alteração. 07/11/2024, 07:10 SEI/MS - 0044044664 - Nota Técnica Conjunta 3.",9,What is the name of the document that was renamed to the Agosto de 2024?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"De acordo com o documento da Organização Mundial da Saúde (OMS), Standard Operang Procedures for responding to a poliovirus event or outbreak v4.0 – March 2022, (PROCEDIMENTOS OPERACIONAIS PADRÃO RESPOSTA A UM EVENTO OU SURTO DE POLIOVÍRUS, disponível em hps://polioeradicaon.org/wp-content/uploads/2024/05/9789275726259_por.pdf), a idenficação de um caso de Poliovírus Selvagem (PVS) ou de PVDV em humanos ou a idenficação desses vírus no ambiente deve ser tratada como uma prioridade para os serviços de saúde pública, principalmente para as localidades que estejam com baixas coberturas vacinais, assim como aquelas com indicadores de vigilância epidemiológica abaixo da meta preconizada. 3.2.",11,What is the name of the document that describes the Standard Operang Procedures for responding to a poliovirus event or outbreak?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"As estratégias se dividem em quatro eixos, com os seguintes objevos: Imunização: realizar varredura vacinal (casa a casa), com a VOPb e VIP, para atualizar o esquema vacinal das crianças menores de cinco anos de idade e aumentar as coberturas vacinais, visando a prevenção da doença; Vigilância Epidemiológica: aprimorar/intensificar a busca ava de casos de paralisias flácidas agudas na comunidade e nas instuições de saúde; Inquérito Coprológico: Coleta de fezes por amostragem em crianças menores de cinco anos, não vacinadas ou com esquema vacinal incompleto para pesquisa de poliovírus; Invesgação de Águas Residuais: coleta de amostra de águas residuais em diversos pontos do município de Oiapoque para pesquisa de poliovírus.",14,What is the varredura vacinal?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Realizar intensificação vacinal em 15 municípios do estado do Amapá e varredura vacinal no Oiapoque (casa a casa) com a idenficação de crianças menores de cinco anos de idade para serem vacinadas, de forma seleva, com a vacina inavada poliomielite (VIP) e oral poliomielite bivalente (VOPb), conforme Calendário Nacional de Vacinação; Verificar o histórico vacinal das crianças menores de cinco anos de idade que se dirigem aos estabelecimentos de saúde, por qualquer movo de consulta, e atualizar a situação vacinal para poliomielite conforme normas do DPNI; Realizar treinamento, oficinas, cursos, simulações realíscas e outras ações com finalidade de preparar profissionais da saúde para realizar abordagem adequada às famílias hesitantes a vacinação; Manter a vigilância de Eventos Supostamente Atribuíveis à Vacinação ou Imunização (Esavi) sensível.",15,What is the idenficaço of crianças menores de idade?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,Aproveitar as oportunidades de vacinação: o Os profissionais das equipes da APS devem verificar a situação vacinal durante todos os atendimentos.,16,What is the opportunity of vacination?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Caso seja idenficado pendências vacinais, encaminhar o usuário à sala de vacina; o A cada consulta de puericultura deve ser avaliado o cartão de vacina da criança; o As Equipes Muldisciplinares de Saúde Indígena (EMSI), devem realizar a conferência da caderneta da criança no momento do atendimento, informando as equipes de vacinação dos Distritos Sanitários Especiais Indígenas (Dsei) para atualização da mesma.",17,What is the purpose of encaminhar the usuário à sala de vacina?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,Garanr a sala de vacina aberta todo o horário de funcionamento da Unidade Básica de Saúde (UBS): o Recomenda-se manter serviços de vacinação em todas as UBS.,18,What is the name of the UBS?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Na inviabilidade de se seguir essa recomendação, é primordial que seja população; o Realizar controle de estoque e garanr disponibilidade das vacinas conforme normas do Programa Nacional de Imunizações em todas as salas de vacina e insumos necessários.",19,What is the importance of populaço?
poliomielite_nota_tecnica_2txt_notatecnica2023.txt,"Evitar barreiras e a burocrazação do acesso: o Avaliar a possibilidade de parcerias para a instalação de pontos de vacinação em locais de grande circulação; o Permir o acesso à vacinação das crianças menores de cinco anos de idade que esverem sem o cartão de vacina, sem o comprovante de residência ou sem outro documento.",20,What is the purpose of a parkeria?
