Arquivo,Parágrafo,Número do parágrafo,Pergunta
adenovirus_guia_1txt_guiavsa2023.txt,"O primeiro caso da covid-19 no Brasil foi confirmado em 26 de fevereiro de 2020, em um viajante que retornou da Itália e era residente de São Paulo/SP (Brasil, 2020g).",63,question: What was the first case of covid-19 confirmed?
adenovirus_guia_1txt_guiavsa2023.txt,"Inicialmente, eram casos importados, seguidos por casos com vínculo com casos importados.",65,question: What is the difference between import and export?
adenovirus_guia_1txt_guiavsa2023.txt,"Em 11 de março de 2020, 73 dias após a notificação dos primeiros casos, acumulavam-se 121.241 casos no mundo, e o diretor-geral da OMS declarou a pandemia global pela covid-19 em função da distribuição geográfica da doença e dos níveis alarmantes de propagação e gravidade, com uma série de recomendações aos países (WHO, 2020d).",66,question: What is the number of alarms?
adenovirus_guia_1txt_guiavsa2023.txt,"O primeiro óbito por covid-19 no Brasil ocorreu no dia 12 de março de 2020 (Brasil, 2020g), em uma paciente residente da cidade de São Paulo, que havia sido hospitalizada um dia antes.",67,question: What is the first obito by covid-19?
adenovirus_guia_1txt_guiavsa2023.txt,"Em 20 de março de 2020, foi declarada a transmissão comunitária da covid-19 em todo o território nacional (Brasil, 2020h).",68,question: What was the date of the declaration of the covid-19?
adenovirus_guia_1txt_guiavsa2023.txt,"Com isso, a SVSA/MS realizou a adaptação da vigilância da influenza, visando respiratory syndrome coronavirus 2 (SARS-CoV-2) com o vírus influenza e outros vírus respiratórios, no âmbito da Espin, conforme a Portaria GM n.º 188/2020 (Brasil, 2020f).",69,question: What did SVSA/MS do to adapt to the vigilance of influenza?
adenovirus_guia_1txt_guiavsa2023.txt,"A partir do momento em que a covid-19 passou a ser considerada um evento de saúde pública de importância nacional, o MS orientou os componentes do Sistema Único de Saúde (SUS) quanto à notificação compulsória e imediata de todos os casos suspeitos e confirmados de covid-19 (ou seja, em até 24 horas a partir do seu reconhecimento).",70,question: What is the time period that the MS orients the components of the Systema nico de Sade?
adenovirus_guia_1txt_guiavsa2023.txt,"Naquele momento, a notificação de evento de saúde que constituía ameaça à saúde pública estava prevista nas Portarias n.º 264, de 17 de fevereiro de V da Portaria de Consolidação n.º 4, de 28 de setembro de 2017 (Brasil, 2020k).",71,question: What is the name of the event that constitutes ameaça à sade pblica?
adenovirus_guia_1txt_guiavsa2023.txt,"Dessa forma, a vigilância da SG suspeita de covid-19 ou da covid-19 confirmada tornou-se universal, com notificação compulsória e imediata no sistema e-SUS Notifica, desenvolvido e lançado em 27 de março de 2020 para registrar os casos de SG (leves ou moderados) suspeitos de covid-19 no território nacional, e que substituiu o formulário Research Electronic Data Capture (REDCap).",72,question: What is the purpose of the e-SUS Notifica?
adenovirus_guia_1txt_guiavsa2023.txt,"Assim, todos os casos de SG suspeitos ou confirmados de covid-19 passaram a ser notificados no sistema e-SUS Notifica, e os casos de Srag pela SARS-CoV-2 notificados no Sivep-Gripe (Brasil, 2020l).",73,question: What is the status of Srag?
