Arquivo,Parágrafo,Número do parágrafo,Pergunta
adenovirus_guia_1txt_guiavsa2023.txt,"Globalmente, a vigilância da influenza é realizada por uma rede mundial de laboratórios e epidemiologia, coordenada pela Organização Mundial da Saúde (OMS), compreendendo a vigilância sentinela dos casos de síndrome gripal (SG), bem como o monitoramento de casos de síndrome respiratória aguda grave (Srag) e a emergência de novos subtipos do vírus influenza (WHO, 2022a).",15,question: What is the vigilance of influenza?
adenovirus_guia_1txt_guiavsa2023.txt,"A partir da primeira identificação de vírus influenza A(H5N1) de alta patogenicidade, em humanos, em 21 de maio de 1997, em Hong Kong, a população mundial ficou em alerta para a ocorrência de um possível evento pandêmico de influenza causado pelo subtipo A(H5N1) (de Jong et al., 1997; Subbarao et al., 1998).",16,question: What did de Jong and others find out about the influenza?
adenovirus_guia_1txt_guiavsa2023.txt,"Devido a esses eventos, foram desenvolvidos planos de preparação para a pandemia pela Organização Mundial da Saúde (OMS) e por diversos países, mas como o vírus não teve transmissibilidade sustentada entre humanos, esse subtipo não se tornou epidêmico (Morgan, 2006; Brasil, 2023a; PAHO, 2023a; WOAH, 2023; WHO, 2022b). (PNI) em 1999, com o propósito de reduzir internações, complicações e óbitos na população-alvo.",17,question: What did OMS planos de preparaço for a pandemia?
adenovirus_guia_1txt_guiavsa2023.txt,"A vacinação contra a influenza permitiu, ao longo do respectivo ano, minimizar a carga e prevenir o surgimento de complicações decorrentes da doença, reduzindo os sintomas nos grupos prioritários, além de reduzir a sobrecarga sobre os serviços de saúde (Brasil, 2023b).",18,question: What does the vacination against influenza do?
adenovirus_guia_1txt_guiavsa2023.txt,"Em 2009, com a pandemia pelo vírus influenza A(H1N1)pdm09, foi implantada a Vigilância de Srag no País, sendo notificados os casos e os óbitos por Srag atendidos em hospitais públicos e privados.",20,question: What did the virus cause
adenovirus_guia_1txt_guiavsa2023.txt,"Em janeiro de 2010, passaram a ser notificados os casos de Srag hospitalizados e os óbitos por Srag, independentemente de hospitalização.",21,question: In 2010 what did Srag notificate?
adenovirus_guia_1txt_guiavsa2023.txt,"Com essa vigilância, o País deu um grande passo no fortalecimento da vigilância de influenza.",22,question: What did the Pas do to prevent the spread of influenza?
adenovirus_guia_1txt_guiavsa2023.txt,"Dessa forma, até o início da pandemia da covid-19, a vigilância de influenza era composta pela vigilância sentinela de SG e pela vigilância da Srag hospitalizado, conjuntamente articuladas com a Rede Laboratorial dos Vírus Respiratórios (Figura 1).",23,"question: A vigilância de influenza era composta pela vigilância sentinela de SG e pela vigilância da Srag hospitalizado, conjuntamente articuladas com a Rede Laboratorial dos"
adenovirus_guia_1txt_guiavsa2023.txt,"GUIA DE VIGILÂNCIA INTEGRADA DA COVID-19, INFLUENZA E OUTROS O foco inicial da vigilância da influenza era monitorar a circulação dos vírus influenza, devido ao seu potencial pandêmico, bem como apoiar as discussões da composição da vacina para o Hemisfério Sul.",24,question: What is the focus of the vigilance?
adenovirus_guia_1txt_guiavsa2023.txt,"Com o decorrer dos anos, a vigilância laboratorial foi fortalecida, e outros vírus respiratórios de importância em saúde pública (OVR) passaram a ser pesquisados pela metodologia de biologia molecular, permitindo a construção de uma série histórica no Brasil (Brasil, 2016).",25,question: What did the vigilance laboratorial do?
