Arquivo,Parágrafo,Número do parágrafo,Pergunta
adenovirus_guia_1txt_guiavsa2023.txt,"Com essa integração, essa vigilância foi adaptada, culminando na Vigilância Integrada da Covid-19, Influenza e Outros Vírus Respiratórios de Importância em Saúde Pública (Figura 2).",39,question: What was the result of the vigilance?
adenovirus_guia_1txt_guiavsa2023.txt,"Vigilância integrada da Covid-19, influenza e outros vírus respiratórios de importância em saúde pública, a partir de julho de 2020 de SG da Srag de covid-19 2000 2009 Julho 2020 SARS-CoV-2, PESQUISADOS SARS-CoV-2 Influenza de importância SARS-CoV-2 Fonte: elaboração própria.",40,question: What is the name of the virus that will be screened for?
adenovirus_guia_1txt_guiavsa2023.txt,"Conforme apresentado, no Brasil, houve a incorporação das ações de vigilância, prevenção e controle da covid-19 em todas as suas estratégias de atuação: epidemiológica, laboratorial (diagnóstico rápido e molecular), vigilância genômica, imunização, tratamento antiviral específico e comunicação. uma característica dinâmica, devido ao potencial de causarem epidemias e/ou pandemias, motivo que justifica as constantes atualizações dos Guias de Vigilância Epidemiológica.",44,question: What is the main reason for the incorporation of vigilance?
adenovirus_guia_1txt_guiavsa2023.txt,"Este Guia visa apresentar as ações de Vigilância Integrada da Covid-19, Influenza e Outros Vírus saúde da covid-19 e influenza, bem como informações importantes dos outros vírus respiratórios de importância em saúde pública, visando orientar as equipes de vigilância no âmbito das esferas do SUS. 1.2 OBJETIVOS DA VIGILÂNCIA INTEGRADA DA COVID-19, INFLUENZA • Identificar, monitorar e avaliar precocemente as alterações na circulação dos vírus influenza, SARS-CoV-2 e de outros vírus respiratórios no Brasil. • Estudar a sazonalidade dos vírus influenza, SARS-CoV-2 e de outros vírus respiratórios circulantes no Brasil, em suas diferentes regiões geográficas. • Identificar precocemente surtos de influenza, covid-19 e outros vírus respiratórios. • Acompanhar a tendência da morbidade e da mortalidade associadas à influenza e à covid-19. • Identificar grupos e fatores de risco para influenza e covid-19. • Estabelecer critérios para a notificação e o registro de casos suspeitos em serviços de saúde, públicos e privados. • Estabelecer os procedimentos para investigação laboratorial dos vírus respiratórios. • Identificar e responder a situações inusitadas (surtos, epidemias e pandemias) relacionadas aos vírus respiratórios. • Avaliar a efetividade da vacinação contra a influenza e a covid-19. • Isolar espécimes virais para o envio ao Centro Colaborador de Influenza de referência nas Américas e para a OMS. • Contribuir com a composição da vacina contra influenza para o Hemisfério Sul. • Detectar e oferecer resposta rápida à circulação de novos subtipos que poderiam estar relacionados à pandemia de influenza. • Disponibilizar, de maneira oportuna, as informações laboratoriais e epidemiológicas dos vírus respiratórios, para subsidiar a tomada de decisão dos gestores e as ações de preparo e de resposta. • Produzir e disseminar informações epidemiológicas tanto dos dados de notificação de casos, como das análises complementares dos vírus influenza (isolamento viral e sequenciamento) e dos estudos de resistência aos antivirais. • Estabelecer as medidas de prevenção e controle para as síndromes gripais por vírus respiratórios. • Realizar a comunicação oportuna e transparente da situação epidemiológica dos vírus respiratórios no Brasil. 1.3 SISTEMAS DE VIGILÂNCIA E SISTEMAS DE INFORMAÇÃO O modelo de vigilância integrada vigente desde julho de 2020 permitiu que todas as ações e monitoradas ao longo da pandemia.",45,question: What is the purpose of this Guia?
adenovirus_guia_1txt_guiavsa2023.txt,"Com a inclusão da vigilância da covid-19 no Brasil, apresenta-se um quadro resumido da vigilância integrada e dos sistemas de informação, assim como suas características (Quadro 1).",46,question: A covid-19 no Brasil apresenta-se um quadro resumido da vigilância integrada e dos sistemas de informaço?
adenovirus_guia_1txt_guiavsa2023.txt,"GUIA DE VIGILÂNCIA INTEGRADA DA COVID-19, INFLUENZA E OUTROS Quadro 1.",47,question: What is the name of the INTEGRADA?
adenovirus_guia_1txt_guiavsa2023.txt,"Quadro-resumo da vigilância das síndromes gripais por vírus respiratórios SENTINELAS COVID-19 Sistema de Sivep-Gripe, módulo Sivep-Gripe e módulo Srag e-SUS Notifica Temporalidade Notificação on-line No contexto de Srag por Notificação em até (relatórios semanais) covid-19: notificação em 24 horas no sistema até 24 horas no sistema Local Somente pelos Serviços de saúde, Todos os serviços de notificação serviços de saúde que públicos ou privados, de saúde Definição Indivíduo com febre, Indivíduo com SG* que Indivíduo com de caso mesmo que referida, apresente: dispneia/ quadro respiratório acompanhada de tosse desconforto respiratório, agudo, caracterizado e com início dos persistente no tórax, ou 2 dos seguintes sintomas nos últimos saturação de O2 menor sinais e sintomas: 7 dias. ou igual a 94% em ar febre (mesmo que ambiente, ou coloração referida), calafrios, azulada (cianose) dos dor de garganta, lábios ou do rosto. dor de cabeça, Consideram-se ainda tosse, coriza, óbitos por Srag, distúrbios olfativos hospitalização. gustativos**. definição de caso padrão-ouro RT-qPCR. padrão-ouro RT-qPCR OU OU clínico- confirmado clínico-epidemiológico. -epidemiológico***.",48,question: What is the definition of a dispneia?
adenovirus_guia_1txt_guiavsa2023.txt,"Fonte: elaboração própria. *Para efeito de notificação no Sivep-Gripe, serão considerados os casos de Srag hospitalizados e óbitos por Srag, independentemente de hospitalização. **Com observações para: crianças: além dos itens anteriores, considerar-se também obstrução nasal, na ausência de outro diagnóstico específico; idosos: considerar também critérios específicos de agravamento, como síncope, confusão mental, sonolência excessiva, irritabilidade e inapetência.",49,"question: Os casos de Srag hospitalizados e óbitos por Srag, independentemente de hospitalizaço, sero considerados os casos de Srag hospitalizados e os casos de S"
adenovirus_guia_1txt_guiavsa2023.txt,"E, na suspeita de covid-19, a febre pode estar ausente e sintomas gastrointestinais (diarreia) podem estar presentes. ***A partir de 1º de novembro de 2022, com a publicação da Nota Técnica n.º 14, de 31 de outubro de 2022.",50,question: What is the possibility of a diarreia in february?
adenovirus_guia_1txt_guiavsa2023.txt,"COVID-19 2.1 INTRODUÇÃO No final de dezembro de 2019, diferentes unidades de saúde de Wuhan, na província de Hubei na China, reportaram admissões de pacientes com pneumonia de etiologia desconhecida com histórico de ter frequentado o Mercado Atacadista de Frutos do Mar de Wuhan, que vende aves vivas, produtos aquáticos e vários tipos de animais selvagens ao público (WHO, 2020a).",51,question: What is the name of the sade of Wuhan?
