Arquivo,Parágrafo,Número do parágrafo,Pergunta
tuberculose_protocolo_3.txt,Incubar a 36 ± 1ºC por 15 dias. • Após 15 dias observar o crescimento nos tubos.,1878,question: How long does it take for the tubo to produce a cresciment?
tuberculose_protocolo_3.txt,"Na ausência de crescimento nos dois tubos incubar por mais sete dias. • Crescimento no meio de LJ com piruvato de sódio: M. bovis (ATCC 19210) e M. tuberculosis H37Ra (ATCC 25177). • Crescimento no meio de LJ com glicerol: M. tuberculosis H37Ra (ATCC 25177). 278 Secretaria de Vigilância em Saúde/MS 8 .5 .1 .2 Teste de inibição de crescimento em meio com Hidrazida do Ácido Tiofeno 2-Carboxílico (TCH)3, 4 de cultura contendo TCH.",1879,question: What is the systme of tuberculosis that is causing it to grow?
tuberculose_protocolo_3.txt,"As espécies M. bovis, M. africanum, M. microti e M. tuber- culosis variante asiática não crescem nesse meio, ao contrário das outras espécies de micobactérias3, 9.",1880,question: What is the occurrence of M. bovis?
tuberculose_protocolo_3.txt,É um teste útil para diferenciação entre M bovis e M. tuberculosis.,1881,question: What is the difference between M bovis and M tuberculosis?
tuberculose_protocolo_3.txt,As cepas de M. bovis resistentes à INH podem apresentar resistência à TCH3. 1.,1882,question: What is the resistance to TCH3?
tuberculose_protocolo_3.txt,"Semear, com uma pipeta Pasteur, uma gota da suspensão bacteriana (preparada como descrito no item 8.3.1) em meio de LJ (tubo controle) e LJ-TCH, prepara- da a partir das culturas teste e das culturas dos controles de referência. 2.",1883,question: What is the name of the bacteria that is cultivated?
tuberculose_protocolo_3.txt,Incubar a 36 ± 1ºC por 15 dias. • Após 15 dias observar o crescimento nos tubos.,1884,question: How long does it take for the tubo to produce a cresciment?
tuberculose_protocolo_3.txt,Na ausência de crescimento nos dois tubos incubar por mais sete dias. • Crescimento no meio de LJ: M. tuberculosis H37Ra (ATCC 25177) e M. bovis (ATCC 19210). • Crescimento no meio de LJ-TCH: M. tuberculosis H37Ra (ATCC 25177). 8 .5 .1 .3 Teste de inibição de crescimento em meio com Estreptomicina (SM)4 Esse teste é útil para diferenciação do M. canetti das outras espécies do CMTB. 1.,1885,question: What is the name of the TB strain that is incubated?
tuberculose_protocolo_3.txt,"Semear, com uma pipeta Pasteur, uma gota da suspensão bacteriana (preparada como descrito no item 8.3.1), em meio de LJ (tubo controle) e LJ-SM, preparada a partir das culturas teste e das culturas dos controles de referência. 2.",1886,question: What is the name of the bacteria that is cultivated?
tuberculose_protocolo_3.txt,"Incubar a 36 ± 1ºC por 15 dias. • Após 15 dias, observar o crescimento nos tubos.",1887,question: How long does it take for the tub to produce a cresciment?
tuberculose_protocolo_3.txt,Na ausência de crescimento nos dois tubos incubar por mais sete dias.,1888,question: Dos tubos incubar por maios dias?
tuberculose_protocolo_3.txt,"Capítulo 8 – Identificação de Micobactérias • Crescimento no meio de LJ: M. tuberculosis H37Ra (ATCC 25177), M. canetti. • Crescimento no meio de LJ com SM: M. canetti ou M. tuberculosis resistente a SM. 8 .5 .1 .4 Teste de inibição de crescimento em meio com Cicloserina (CS)3 Esse teste é útil para diferenciar M. bovis-BCG de outras espécies do CMTB.",1889,question: What is the identifier of CMTB?
tuberculose_protocolo_3.txt,"A espécie M. bovis-BCG cresce em meio de LJ-CS ao contrário das outras espécies do CMTB (David et al., 1989). 1.",1890,question: What is the name of the CMTB?
tuberculose_protocolo_3.txt,"Semear, com uma pipeta Pasteur estéril, uma gota da suspensão bacteriana (pre- parada como descrito no item 8.3.1), em meio de LJ (tubo controle) e LJ-CS. 2.",1891,question: What is the name of the bacteriana that is present in the food?
tuberculose_protocolo_3.txt,"Incubar a 36 ± 1ºC por 15 dias. • Após 15 dias, observar o crescimento nos tubos.",1892,question: How long does it take for the tub to produce a cresciment?
tuberculose_protocolo_3.txt,"Na ausência de crescimento nos dois tubos incubar por mais sete dias. • Crescimento no meio de LJ: M. tuberculosis H37Ra (ATCC 25177) e M. bovis- BCG (cepa Moreau). • Crescimento no meio de LJ-CS: M. bovis-BCG (cepa Moreau). 8 .5 .1 .5 Preferência de oxigênio3, 4 Essa técnica pode ser feita com meio de Middlebrook 7H9 ou com o meio de Kirchner contendo 0,1% de agar. 1.",1893,question: What is the name of the tuberculosis that is incubated?
tuberculose_protocolo_3.txt,Preparar o meio de cultura semi-sólido (Middlebrook 7H9 ou Kirchner) e distribuir 10 ml em tubos de 20 x 100 mm com tampa de rosca.,1894,question: What is the purpose of a semi-solido meio?
tuberculose_protocolo_3.txt,"Pipetar 0,2 ml da suspensão bacteriana preparada como no item 8.3.1, a par- tir das culturas teste e das culturas dos controles de referência, cerca de 10 mm abaixo da superfície do meio; fechar bem o tubo e misturar com movimentos circulares tomando cuidado para não formar bolhas. 3.",1896,question: What is the nutrient content of bacteria in the tub?
tuberculose_protocolo_3.txt,Incubar a 36 ± 1ºC por 14 dias. 280 Secretaria de Vigilância em Saúde/MS • Aeróbico: presença de crescimento próximo à superfície. • Microaerófilo: presença de crescimento na forma de um anel a cerca de 10 a 20 mm abaixo da superfície (às vezes o crescimento pode se estender para cima). • Aeróbico: M. tuberculosis H37Ra (ATCC 25177). • Microaerófilo: M. bovis (ATCC 19210). 8 .5 .1 .6 Piramidaze (PZAse)4 converte a PZA em ácido pirazinóico e amônia.,1897,question: What is the aerobic growth of M. tuberculosis?
tuberculose_protocolo_3.txt,A detecção dessa enzima é uma alter- nativa utilizada para fins de identificação. um resultado falso negativo. 1.,1898,question: What is the result of a negative enzima?
tuberculose_protocolo_3.txt,Incubar a 36 ± 1ºC por seis dias. 1.,1900,question: Incubar a 36  1oC por seis dias?
tuberculose_protocolo_3.txt,Adicionar 1 ml de Solução de Sulfato ferroso amoniacal 1% a cada tubo (prepa- rado no momento de uso). 2.,1901,question: What is the amount of Soluço de Sulfato ferroso amoniacal?
tuberculose_protocolo_3.txt,Colocar na geladeira por 3 horas. • Teste positivo: a formação de um anel rosa imediatamente abaixo da superfície do agar difundindo para dentro do meio significa que o teste é sensível à PZA. • Teste negativo: a ausência da formação do anel rosa no agar significa que o teste é resistente a PZA. • Positivo: M. tuberculosis H37Ra (ATCC 25 177). • Negativo: M. bovis-BCG (cepa Moreau).,1902,question: What is the test positive for?
