Arquivo,Parágrafo,Número do parágrafo,Pergunta
tuberculose_protocolo_3.txt,"Colocar as lâminas (no máximo 12 de cada vez7) com o esfregaço voltado para cima, sem encostar umas nas outras e de acordo com o número de ordem de registro no suporte para corar. 2.",827,question: What is the esfregaço voltado for?
tuberculose_protocolo_3.txt,"Cobrir com a Solução de Auramina Fenicada, todo o esfregaço de cada uma das lâminas. 3.",828,question: What is the Soluço de Auramina Fenicada?
tuberculose_protocolo_3.txt,Marcar o tempo de 20 minutos. 4.,829,question: What is the time limit?
tuberculose_protocolo_3.txt,Inclinar cada uma das lâminas e derramar a Solução de Auramina Fenicada na pia. 5.,830,question: What is the purpose of a soluço de Auramina Fenicada?
tuberculose_protocolo_3.txt,Colocar cada lâmina novamente no suporte com o esfregaço voltado para cima. 6.,831,question: What is the goal of a new lâmina?
tuberculose_protocolo_3.txt,Repetir os itens de 4 a 5 para toda as lâminas que estão com a Solução de Auramina Fenicada. 162 Secretaria de Vigilância em Saúde/MS 1.,832,question: What is the purpose of the Soluço de Auramina Fenicada?
tuberculose_protocolo_3.txt,"Cobrir completamente cada lâmina com a Solução Descorante de Álcool-Ácido a 1%, e esperar 2 minutos. 2.",833,question: How many minutes do you need to solve the Soluço Descorante de lcool-cido a 1%?
tuberculose_protocolo_3.txt,"Segurar cada lâmina pela borda numerada, inclinar e derramar a Solução Descorante de Álcool-Ácido a 1% na pia. 3.",834,question: What is the purpose of the Soluço Descorante de lcool-cido a 1% na pia?
tuberculose_protocolo_3.txt,"Deixar o filete de água corrente cair em cima do número de cada lâmina, para Álcool-Ácido a 1%. 4.",835,question: How much cooler is a lâmina than 1%?
tuberculose_protocolo_3.txt,Colocar cada lâmina novamente no suporte com o esfregaço voltado para cima.,836,question: What is the goal of a voltado?
tuberculose_protocolo_3.txt,"Obs .: Os procedimentos de 1 a 2 não devem ultrapassar 3 minutos, descoradas . 5.",837,"question: Os procedimentos de 1 a 2 no devem ultrapassar 3 minutos, descoradas?"
tuberculose_protocolo_3.txt,Repetir os itens de 2 a 4 para todas as lâminas que estão com a Solução Descorante de Álcool-Ácido a 1%. 1.,838,question: What is the solution to the problem of lcool-cido a 1%?
tuberculose_protocolo_3.txt,Cobrir o esfregaço de cada uma das lâminas com a Solução de Permanganato de Potássio ou de Tinta Nanquim Azul.,839,question: What is the purpose of a soluço de Permanganato de Potássio?
tuberculose_protocolo_3.txt,"Segurar, com uma pinça anatômica e pela borda numerada, e inclinar cada lâmi- Azul na pia. 3.",840,question: What is the main purpose of a pinça anatômica?
